ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,UniqueIDPriorSystem,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone5Number,Phone5name,Phone5Description,Phone5IsPrivate,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,PaymentMethods,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,AvailabilityPeriod,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,EnteredOn,UpdatedOn,MadeInactiveOn,HighlightedResource,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,IsLinkOnly,ProgramAgencyNamePublic,SiteAgencyNamePublic,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_Are services provided to LGBTQ persons?,Custom_Automated Status,Custom_Batch ID,Custom_Does your program offer a harm reduction approach to service?,Custom_Eligibility by Age,Custom_Eligibility by Gender,Custom_In what language would you prefer to receive correspondence from Kids Help Phone?,Custom_Is this a bilingual service?,Custom_Manual Status,Custom_Please share your anonymity and confidentiality policy in regards to serving clients (please consider caller id age of consent client records application parental permission etc in your description):,Custom_Please suggest keywords that would be helpful when searching for this service:,Custom_Record Type,Custom_Source Database
24417024,,YMCA of Greater Toronto - Employment Services - Markham 14th Avenue,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"4855, avenue 14th",Unit 3,Markham,York,ON,L3S 3L6,Canada,No,43.8458674,-79.2942874,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-948-9622,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"<table> <tbody>  <tr>     </tr>  <tr>      <td>Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.</td>  </tr> </tbody></table>",Previous ID: 24656 12411739 24417024,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,Yes,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:38,2018-10-04 11:35,,FALSE,24377935,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Markham 14th Avenue,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - York County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 8:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417025,,YMCA of Greater Toronto - Employment Services - Mississauga City Centre Drive,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"151, promenade City Centre",Suite 800,Mississauga,Peel,ON,L5B 1M7,Canada,No,43.5907744,-79.6400348,,905-276-9322 ext 214,Centre des ressources,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-276-9327,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-276-9322,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417025,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,Yes,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:38,2018-10-04 11:40,,FALSE,12639309,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Mississauga City Centre Drive,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Peel County; ,Mon 8:30am - 5:00pm; Tue 8:30am - 8:00pm; Wed 8:30am - 5:00pm; Thu 8:30am - 8:00pm; Fri 10:00am - 2:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417026,,YMCA of Greater Toronto - Employment Services - Newmarket Yonge Street,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"16655, rue Yonge",Unit 23,Newmarket,York,ON,L3X 1V6,Canada,No,44.0343966,-79.4735525,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-898-4646,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417026,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,Yes,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:38,2018-10-04 11:42,,FALSE,24377927,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Newmarket Yonge Street,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - York County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417027,,YMCA of Greater Toronto - Employment Services - North York Dufferin Street,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"4580, rue Dufferin",Suite 200,North York,Toronto,ON,M3H 5Y2,Canada,No,43.7695733,-79.4677517,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-630-0517,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-635-9622,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417027,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jennifer Shand,Manager,jennifer.shand@ymcagta.org,,No,Dunja Metikos,General Manager,dunja.metikos@ymcagta.org,,,No,,,,,,,,No,No,Accessible partiellement,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:38,2018-10-04 11:45,,FALSE,23969762,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - North York Dufferin Street,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Toronto County; ,Mon 8:30am - 8:00pm; Tue 8:30am - 5:00pm; Wed 8:30am - 8:00pm; Thu 8:30am - 5:00pm; Fri 8:30am - 5:00pm; Sat 10:00am - 2:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417028,,YMCA of Greater Toronto - Employment Services - Pickering Kingston Road,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"1550, chemin Kingston",Unit 16,Pickering,Durham,ON,L1V 1C3,Canada,No,43.8455448,-79.0789811,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-839-9687,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-427-7670,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417028,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jennifer Shand,Manager,jennifer.shand@ymcagta.org,,No,Samantha Teney,General Manager,samantha.teney@ymcagta.org,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,2018-10-04 11:47,,FALSE,24377940,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Pickering Kingston Road,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Durham County; ,Mon 8:30am - 5:00pm; Tue 8:30am - 7:00pm; Wed 8:30am - 5:00pm; Thu 8:30am - 5:00pm; Fri 8:30am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417029,,YMCA of Greater Toronto - Employment Services - Richmond Hill Bayview Avenue,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"10610, avenue Bayview",Unit 12,Richmond Hill,York,ON,L4C 3N8,Canada,No,43.8896452,-79.4193979,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-780-9622,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417029,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Ian Nyman,General Manager,ian.nyman@ymcagta.org,905-780-9622 ext 365,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,23/04/2018 15:00,,FALSE,23969737,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Richmond Hill Bayview Avenue,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - York County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 8:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 8:00pm; Fri 9:00am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417030,,YMCA of Greater Toronto - Employment Services - Scarborough Finch Avenue,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"5635, avenue Finch Est",Units 9 et 10,Scarborough,Toronto,ON,M1B 5K9,Canada,No,43.8138059,-79.2374914,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-335-1561,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-335-5490,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417030,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Garth Neilson,General Manager,garth.neilson@ymcagta.org,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,2018-10-04 12:06,,FALSE,24416998,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Scarborough Finch Avenue,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Toronto County; ,Mon 8:30am - 5:00pm; Tue 8:30am - 5:00pm; Wed 8:30am - 5:00pm; Thu 8:30am - 5:00pm; Fri 8:30am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417031,,YMCA of Greater Toronto - Employment Services - Scarborough Milner Business Court,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,10 Milner Business Court,Suite 600,Scarborough,Toronto,ON,M1B 3C6,Canada,No,43.7060359,-79.3991697,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-609-3867,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-609-9622,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.<br /> ",Previous ID: 24656 12411739 24417031,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Garth Neilson,General Manager,garth.neilson@ymcagta.org,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,2018-10-04 12:08,,FALSE,24416993,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Scarborough Milner Business Court,,Centres de ressources en recherche d'emploi; Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi; Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Centres de ressources en recherche d'emploi; Orientation préalable à l'emploi,ND-3500.3700; ND-2000.6500,ON - Toronto County; ,Mon 8:30am - 5:00pm; Tue 8:30am - 7:00pm; Wed 8:30am - 5:00pm; Thu 8:30am - 7:00pm; Fri 8:30am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417032,,YMCA of Greater Toronto - Employment Services - Toronto Vanauley Street,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"7, rue Vanauley",,Toronto,Toronto,ON,M5T 2V9,Canada,No,43.648869,-79.3982835,"Les heures de programme varient, appelez pour plus d'information",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-603-7341,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-603-6366,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/about-us/our-new-ys/vanauley-street-ymca,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417032,,,Les services d'emploi sont ouverts aux jeunes et aux jeunes adultes de 16 à 24 ans. Il sert principalement les jeunes hommes sans-abri et à risque.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Candace Klimuk,"Director, Youth Outreach and Intervention",candace.klimuk@ymcagta.org,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,2018-10-04 12:19,,FALSE,23969808,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Toronto Vanauley Street ,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Toronto County; ,Mon 9:30am - 5:00pm; Tue 9:30am - 5:00pm; Wed 9:30am - 5:00pm; Thu 9:30am - 5:00pm; Fri 9:30am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
24417033,,YMCA of Greater Toronto - Employment Services - Whitby Garden Street,,ProgramAtSite,YMCA of Greater Toronto,12381477,,,,Toronto,,,Canada,No,"3000, rue Garden",Unit 100A,Whitby,Durham,ON,L1R 2G6,Canada,No,43.9012797,-78.941906,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-668-6763,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-668-0044,,FALSE,,,FALSE,,,FALSE,memberservices@ymcagta.org,https://ymcagta.org/employment-and-immigrant-services,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",Previous ID: 24656 12411739 24417033,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jennifer Shand,Manager,jennifer.shand@ymcagta.org,905-427-7670,No,Samantha Teney,General Manager,samantha.teney@ymcagta.org,905-427-7670,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,23/02/2015 10:39,2018-10-04 12:22,,FALSE,24417013,12411739,fr,FALSE,YMCA of Greater Toronto - Employment Services,YMCA of Greater Toronto - Whitby Garden Street,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Durham County; ,Mon 8:30am - 5:00pm; Tue 8:30am - 5:00pm; Wed 8:30am - 5:00pm; Thu 8:30am - 7:00pm; Fri 8:30am - 5:00pm; ,,,,,,,,,,,,RAM; MCYS,
25015866,,Dryden Regional Health Centre - Mental Health and Addictions - Counselling,,ProgramAtSite,Dryden Regional Health Centre,12371341,,58 rue Goodall,case postale 3003,Dryden,ON,P8N 1V8,Canada,No,58 rue Goodall,case postale 3003,Dryden,Kenora,ON,P8N 1V8,Canada,No,49.7700986,-92.8386258,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,807-223-2370,,FALSE,807-223-8295,,FALSE,,,FALSE,,,FALSE,807-223-8200,,FALSE,,,FALSE,,,FALSE,webadmin@dh.dryden.on.ca,http://www.drhc.on.ca/,Active,"<span id=cphBody_lblAgencyDescription>Offre des services de traitement, de counselling, de soutien et d'évaluation aux personnes qui éprouvent des problèmes de santé mentale et de dépendance. Offre aussi des services de traitement de jour.</span>",Previous ID: 9766 12396849 25015866,,,Personnes de 16 ans et plus dans la région de Dryden.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Couvert par l'assurance-maladie,Accès sans recommandation,,Carte santé,,English,,,,,,,,24/03/2015 15:58,2015-12-06 14:29,,FALSE,12385008,12396849,fr,FALSE,Dryden Regional Health Centre - Mental Health and Addictions - Counselling ,Dryden Regional Health Centre - Main Site ,,Consultation de groupe; Consultation individuelle; Agences communautaires de santé mentale; ,Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation de groupe; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle; Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale,Consultation de groupe; Consultation individuelle; Agences communautaires de santé mentale,RF-2500; RF-3300; RM-6500.1500,ON - Kenora County; ON - Kenora County - Dryden; ,,,,,,,,,,,,,MCYS; RAM,
25015867,,Dryden Regional Health Centre - Mental Health and Addictions - Counselling - Mary Berglund Community Health Centre,,ProgramAtSite,Dryden Regional Health Centre,12371341,,1100 rue Main,case postale 450,Ignace,ON,P0T 1T0,Canada,No,1100 rue Main,case postale 450,Ignace,Kenora,ON,P0T 1T0,Canada,No,49.416539,-91.65899,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,807-934-2251,,FALSE,,,FALSE,,,FALSE,,,FALSE,807-934-6719,,FALSE,,,FALSE,,,FALSE,webadmin@dh.dryden.on.ca,http://www.drhc.on.ca/,Active,"<span id=cphBody_lblAgencyDescription>Offre des services de traitement, de counselling, de soutien et d'évaluation aux personnes qui éprouvent des problèmes de santé mentale et de dépendance. Offre aussi des services de traitement de jour.</span>",Previous ID: 9766 12396849 25015867,,,Personnes de 16 ans et plus dans la région de Dryden.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Accessible partiellement,,,,,Couvert par l'assurance-maladie,Accès sans recommandation,,Carte santé,,English,,,,,,,,24/03/2015 15:58,2015-12-06 14:29,,FALSE,25015860,12396849,fr,FALSE,Dryden Regional Health Centre - Mental Health and Addictions - Counselling ,Dryden Regional Health Centre - Mary Berglund Community Health Centre ,,Consultation de groupe; Consultation individuelle; Agences communautaires de santé mentale; ,Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation de groupe; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle; Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale,Consultation de groupe; Consultation individuelle; Agences communautaires de santé mentale,RF-2500; RF-3300; RM-6500.1500,ON - Kenora County; ON - Kenora County - Dryden; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 8:00am - 7:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,,,,,,,,MCYS; RAM,
25034097,,Community Employment Services - Employment Services - Ingersoll,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,37 rue Alma,,Ingersoll,Oxford,ON,N5C 1N1,Canada,No,43.045399,-80.888458,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-485-5769,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-485-6088,,FALSE,,,FALSE,,,FALSE,khart@cesoxford.ca,http://www.cesoxford.ca/,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034097,,,Personnes de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeff Surridge,CEO,jsurridge@ceswoodstock.org,519-539-8161 ext 224,No,,,,,,Yes,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:31,,FALSE,25034058,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Ingersoll,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,,,,,RAM; MCYS,
